season,playerId,player,position,team,conference,category,statType,stat
2020,4360131,Holton Ahlers,QB,East Carolina,American Athletic,defensive,SACKS,0
2020,4257587,Jadan Blue,WR,Temple,American Athletic,defensive,QB HUR,0
2020,4575508,DJ England-Chisolm,WR,Middle Tennessee,Conference USA,defensive,QB HUR,0
2020,4360603,Brandon Robinson,WR,Florida Atlantic,Conference USA,receiving,YPR,12.1
2020,4569184,Trenton Bourguet,QB,Arizona State,Pac-12,passing,INT,0
2020,4689899,Jeremy Hunt,QB,UL Monroe,Sun Belt,rushing,LONG,22
2020,4361573,Cade Fortin,QB,South Florida,American Athletic,rushing,YPC,9.8
2020,4258417,Javin Myers,RB,UL Monroe,Sun Belt,receiving,YPR,2.7
2020,4036215,Max Bortenschlager,QB,Florida International,Conference USA,rushing,YPC,-3.0
2020,4046678,Ian Book,QB,Notre Dame,FBS Independents,rushing,TD,9
2020,4426952,Jack Coldiron,TE,Miami (OH),Mid-American,defensive,SACKS,0
2020,4036676,Darion Anderson,WR,Georgia Southern,Sun Belt,receiving,YPR,11.5
2020,4044520,Brennon Dingle,WR,UTSA,Conference USA,defensive,TOT,2
2020,4240479,Bruce Jordan-Swilling,RB,Georgia Tech,ACC,rushing,LONG,1
2020,4689825,Tyrell Robinson,RB,Army,FBS Independents,kickReturns,LONG,39
2020,4689981,Don Ragsdale,RB,Southern Miss,Conference USA,rushing,TD,1
2020,4432297,Isaiah Jacobs,RB,Maryland,Big Ten,kickReturns,AVG,16.3
2020,4257188,Charlie Jones,WR,Iowa,Big Ten,rushing,CAR,2
2020,4383726,Vernon Harrell,WR,Houston Christian,Southland,receiving,LONG,51
2020,4547072,Davion Johnson,WR,Abilene Christian,Southland,kickReturns,NO,4
2020,4567402,Keon Zipperer,TE,Florida,SEC,kickReturns,YDS,21
2020,4039210,Drew Plitt,QB,Ball State,Mid-American,punting,In 20,2
2020,4260206,Jalen Holston,RB,Virginia Tech,ACC,rushing,YDS,189
2020,4431091,Ben Finley,QB,NC State,ACC,rushing,YDS,-9
2020,4689918,Zach Rasmussen,TE,UL Monroe,Sun Belt,receiving,LONG,10
2020,4379405,Jaylen Johnson,WR,Georgia,SEC,defensive,TOT,5
2020,4360881,Johnny Ford,RB,South Florida,American Athletic,passing,INT,0
2020,4362569,Kobe Lewis,RB,Central Michigan,Mid-American,rushing,LONG,69
2020,4243911,Stephon Huderson,RB,Tulane,American Athletic,kickReturns,YDS,45
2020,4428718,Tre Tucker,WR,Cincinnati,American Athletic,kickReturns,YDS,389
2020,4243258,Jason Shelley,QB,Utah State,Mountain West,rushing,YPC,2.1
2020,4612388,Jordan Castleberry,RB,Maryland,Big Ten,defensive,PD,0
2020,4035576,T.J. Hammonds,RB,Arkansas,SEC,receiving,TD,0
2020,4686137,Parker McNeil,QB,Troy,Sun Belt,passing,INT,0
2020,4240711,Todd Sibley Jr.,RB,Pittsburgh,ACC,rushing,YPC,4.2
2020,4361327,Jahmir Smith,RB,Notre Dame,FBS Independents,rushing,YPC,3.0
2020,4360326,Pooka Williams Jr.,RB,Kansas,Big 12,rushing,TD,2
2020,4259169,Trestan Ebner,RB,Baylor,Big 12,passing,TD,0
2020,4429205,Jordan Addison,WR,Pittsburgh,ACC,defensive,PD,0
2020,4242209,Jontre Kirklin,WR,LSU,SEC,receiving,YPR,14.2
2020,4240020,James Blackman,QB,Florida State,ACC,rushing,YDS,-23
2020,4039154,Jordan Myers,TE,Rice,Conference USA,puntReturns,TD,0
2020,4691102,Ty Love,WR,Stephen F. Austin,Southland,receiving,YDS,26
2020,4686343,Braden Smith,WR,Louisville,ACC,passing,INT,0
2020,4259169,Trestan Ebner,RB,Baylor,Big 12,passing,ATT,1
2020,4373630,Sione Finau,RB,BYU,FBS Independents,rushing,LONG,14
2020,4360972,Sean Ryan,WR,West Virginia,Big 12,defensive,SACKS,0
2020,4430754,Kalvin Souders,WR,UNLV,Mountain West,defensive,QB HUR,0
2020,4428498,Deonte Simpson,WR,North Texas,Conference USA,rushing,CAR,0
2020,4242210,Myles Brennan,QB,LSU,SEC,rushing,LONG,7
2020,4431948,TJ Finley,QB,LSU,SEC,fumbles,LOST,1
2020,4569166,Todd Hudson,RB,Oklahoma,Big 12,rushing,TD,0
2020,4428766,Khyheem Waleed,WR,Boise State,Mountain West,defensive,TFL,0
2020,4429444,Josh Coltrin,RB,Tulane,American Athletic,rushing,YDS,7
2020,4426515,Puka Nacua,WR,Washington,Pac-12,fumbles,LOST,0
2020,3932906,Danzel McKinley-Lewis,WR,Toledo,Mid-American,defensive,PD,0
2020,4429313,Tyrone Broden Jr.,WR,Bowling Green,Mid-American,receiving,YPR,16.2
2020,4429205,Jordan Addison,WR,Pittsburgh,ACC,puntReturns,NO,2
2020,4040407,Jack Abraham,QB,Southern Miss,Conference USA,fumbles,FUM,2
2020,4686472,Marvin Mims,WR,Oklahoma,Big 12,defensive,PD,0
2020,4567506,Tahj Washington,WR,Memphis,American Athletic,fumbles,REC,0
2020,4427625,Amari Johnson,WR,UCF,American Athletic,puntReturns,TD,0
2020,4685038,Phat Watts,WR,Tulane,American Athletic,receiving,YPR,12.8
2020,4685037,Duece Watts,WR,Tulane,American Athletic,rushing,YPC,2.0
2020,4429454,Ron Cook Jr.,RB,Buffalo,Mid-American,puntReturns,LONG,27
2020,4360802,Javian Hawkins,RB,Louisville,ACC,receiving,TD,1
2020,4242494,Cyrus Habibi-Likio,RB,Oregon,Pac-12,receiving,YDS,66
2020,4600597,Montorie Foster,WR,Michigan State,Big Ten,defensive,TOT,2
2020,4569603,Malik Washington,WR,Northwestern,Big Ten,rushing,TD,0
2020,4040728,Trey Ragas,RB,Louisiana,Sun Belt,defensive,PD,0
2020,4426330,Jerrion Ealy,RB,Ole Miss,SEC,fumbles,FUM,1
2020,4240175,Luke Sanders,TE,Western Michigan,Mid-American,receiving,REC,1
2020,4362985,Brenden Brady,RB,UTSA,Conference USA,kickReturns,LONG,3
2020,4365322,Isaiah Phillips,RB,UL Monroe,Sun Belt,rushing,YPC,3.1
2020,4567105,Jahleel Billingsley,TE,Alabama,SEC,kickReturns,AVG,17.8
2020,4569609,Evan Hull,RB,Northwestern,Big Ten,receiving,YDS,41
2020,4427575,Jha'Quan Jackson,WR,Tulane,American Athletic,defensive,TOT,2
2020,4035465,Cornell Powell,WR,Clemson,ACC,receiving,YPR,16.6
2020,4427063,Wayne Dennis Jr.,WR,Northwestern,Big Ten,receiving,LONG,23
2020,4689825,Tyrell Robinson,RB,Army,FBS Independents,receiving,LONG,53
2020,4361677,Justin Dunn,WR,NC State,ACC,defensive,TOT,2
2020,4430825,E.J. Smith,RB,Stanford,Pac-12,receiving,REC,3
2020,4258588,Cameron Ekanayake,RB,Notre Dame,FBS Independents,rushing,TD,0
2020,4570561,Eric Gray,RB,Tennessee,SEC,puntReturns,AVG,7.0
2020,4243004,Jordan Mims,RB,Fresno State,Mountain West,fumbles,REC,0
2020,4360082,Leonard Taylor,TE,Cincinnati,American Athletic,receiving,YPR,11.9
2020,4568528,Devin Mathews,WR,Navy,American Athletic,defensive,PD,0
2020,4697762,Ma'jon Wright,WR,Arizona,Pac-12,defensive,TOT,1
2020,4244732,Caleb Huntley,RB,Ball State,Mid-American,rushing,LONG,45
2020,4360078,Alec Pierce,WR,Cincinnati,American Athletic,receiving,TD,3
2020,4243713,Myles Fells,RB,Navy,American Athletic,fumbles,LOST,1
2020,4242408,Chase Garbers,QB,California,Pac-12,rushing,LONG,22
2020,4383723,Jerreth Sterns,WR,Houston Christian,Southland,passing,YPA,0.0
2020,3929783,Isaac James,WR,Ball State,Mid-American,defensive,QB HUR,0
2020,4240638,Marshall Few,WR,Miami,ACC,defensive,SOLO,0
2020,4361690,Sean Chambers,QB,Wyoming,Mountain West,passing,TD,0
2020,4062711,Ethan Fernea,RB,UCLA,Pac-12,defensive,TFL,0
2020,4255713,Randall St. Felix,WR,South Florida,American Athletic,defensive,QB HUR,0
2020,4686167,Xavier Arline,QB,Navy,American Athletic,rushing,LONG,52
2020,4571021,Shamar Garrett,WR,San José State,Mountain West,defensive,TFL,0
2020,4044520,Brennon Dingle,WR,UTSA,Conference USA,receiving,TD,2
2020,4575558,Josh Kelly,WR,Fresno State,Mountain West,receiving,REC,22
2020,4427960,Terrell McDonald,TE,UAB,Conference USA,fumbles,LOST,1
2020,4362033,Calvin Brownholtz,QB,UTEP,Conference USA,rushing,LONG,29
2020,4045705,Aaron McAllister,RB,Charlotte,Conference USA,receiving,LONG,71
2020,4690966,Isaiah Jones,WR,Syracuse,ACC,fumbles,LOST,0
2020,4258235,Whop Philyor,WR,Indiana,Big Ten,defensive,SOLO,1
2020,4569987,Jaylen Warren,RB,Utah State,Mountain West,rushing,YPC,6.5
2020,4240842,Hayden Mitchell,WR,Virginia,ACC,receiving,YDS,10
2020,4360973,Trad Beatty,QB,Temple,American Athletic,passing,PCT,0.633
2020,4389868,Trey Adkins,WR,South Carolina,SEC,receiving,YPR,10.0
2020,4261602,Isaiah Richardson,WR,San Diego State,Mountain West,receiving,YPR,10.8
2020,4360175,Clayton Tune,QB,Houston,American Athletic,passing,ATT,285
2020,4039669,Corey Taylor II,RB,Tulsa,American Athletic,defensive,TOT,1
2020,4042200,Blake Dever,QB,North Alabama,Big South,passing,PCT,0.700
2020,4431207,Will Koch,QB,Massachusetts,FBS Independents,fumbles,LOST,1
2020,4362385,Quadry Jones,QB,UCF,American Athletic,passing,YPA,2.0
2020,4362605,Allen Dailey,WR,Kentucky,SEC,receiving,YPR,9.9
2020,4371730,Brady McBride,QB,Texas State,Sun Belt,rushing,TD,0
2020,4428354,Kadyn Roach,RB,UL Monroe,Sun Belt,fumbles,LOST,0
2020,4050937,Levi Falck,WR,Nebraska,Big Ten,defensive,PD,0
2020,4430041,Michael Lindauer,QB,Cincinnati,American Athletic,rushing,YPC,7.5
2020,4686546,Adam Cousins,WR,UTEP,Conference USA,receiving,YDS,7
2020,4431976,Dustin Fletcher,QB,Northern Illinois,Mid-American,rushing,LONG,28
2020,4240266,Tre'von Bradley,WR,Houston,American Athletic,fumbles,FUM,1
2020,4430027,Sam LaPorta,TE,Iowa,Big Ten,fumbles,LOST,0
2020,4259363,Isaac Martin,TE,Louisville,ACC,defensive,TFL,0
2020,4431241,Duane Martin,TE,Louisville,ACC,defensive,TFL,0
2020,4361293,Thomas Pannunzio,WR,Colorado State,Mountain West,defensive,PD,1
2020,4361222,Layne Hatcher,QB,Arkansas State,Sun Belt,defensive,SOLO,1
2020,4039300,D'Eriq King,QB,Miami,ACC,receiving,TD,0
2020,4430833,Ja'Quavion Fraziars,WR,Florida,SEC,receiving,TD,0
2020,4365456,Andre Little,WR,North Alabama,Big South,receiving,YDS,80
2020,4431091,Ben Finley,QB,NC State,ACC,passing,PCT,0.650
2020,4686104,Johnny Wilson,WR,Arizona State,Pac-12,receiving,TD,0
2020,4575758,Charles Norman,RB,UL Monroe,Sun Belt,receiving,REC,1
2020,4430834,Jalen McMillan,WR,Washington,Pac-12,rushing,YPC,7.0
2020,4361655,Ricky Person Jr.,RB,NC State,ACC,fumbles,FUM,2
2020,4428410,Ontario Russell,RB,Miami (OH),Mid-American,rushing,YDS,19
2020,4429787,Niko Hea,TE,Missouri,SEC,receiving,REC,14
2020,4568611,De'Von Fox,WR,Temple,American Athletic,kickReturns,NO,1
2020,4427344,Chase Griffin,QB,UCLA,Pac-12,rushing,CAR,18
2020,4241820,Sam Ehlinger,QB,Texas,Big 12,defensive,TOT,1
2020,4043016,D'Wayne Eskridge,WR,Western Michigan,Mid-American,kickReturns,LONG,100
2020,4371986,Anthony Schwartz,WR,Auburn,SEC,fumbles,REC,0
2020,4428490,Emery Simmons,WR,North Carolina,ACC,receiving,LONG,51
2020,4034857,Patrick O'Brien,QB,Colorado State,Mountain West,passing,PCT,0.557
2020,4361714,Josiah Johnson,TE,Massachusetts,FBS Independents,defensive,PD,0
2020,4427569,Giles Jackson,WR,Michigan,Big Ten,rushing,TD,0
2020,4685947,CJ Beasley,RB,Coastal Carolina,Sun Belt,rushing,YPC,5.5
2020,4259250,Daniel Leconte,RB,Florida Atlantic,Conference USA,defensive,TFL,0
2020,4567505,Gabriel Rogers,WR,Memphis,American Athletic,defensive,TOT,5
2020,4257370,Jeremiah Knight,WR,Akron,Mid-American,receiving,LONG,12
2020,4250679,Dominique Shoffner,QB,Charlotte,Conference USA,rushing,YPC,5.6
2020,4428354,Kadyn Roach,RB,UL Monroe,Sun Belt,receiving,LONG,16
2020,4038966,Jack Sorenson,WR,Miami (OH),Mid-American,receiving,REC,18
2020,4365477,Brody Brumm,WR,Liberty,FBS Independents,defensive,TFL,0
2020,4035856,Max Gilliam,QB,UNLV,Mountain West,rushing,YPC,4.1
2020,4696733,Kue Olotoa,TE,UNLV,Mountain West,defensive,TD,0
2020,4239406,Blake Proehl,WR,East Carolina,American Athletic,receiving,REC,47
2020,4259729,Baden Pinson,RB,Coastal Carolina,Sun Belt,kickReturns,YDS,0
2020,4689899,Jeremy Hunt,QB,UL Monroe,Sun Belt,defensive,SACKS,0
2020,4429032,Hudson Card,QB,Texas,Big 12,passing,TD,0
2020,4243544,Greg McCrae,RB,UCF,American Athletic,receiving,LONG,15
2020,4432138,Mason Garcia,QB,East Carolina,American Athletic,passing,COMPLETIONS,9
2020,4574732,Aaron Young,RB,Rutgers,Big Ten,defensive,TFL,0
2020,4428783,Treshaun Ward,RB,Florida State,ACC,rushing,TD,1
2020,4426535,Theo Wease,WR,Oklahoma,Big 12,rushing,LONG,0
2020,4362982,Jordan Weeks,QB,UTSA,Conference USA,rushing,TD,0
2020,4361796,Tyrick James,TE,Tulane,American Athletic,receiving,TD,3
2020,4690070,Mitchell Tinsley,WR,Western Kentucky,Conference USA,puntReturns,AVG,1.2
2020,4244038,Andrew Clair,RB,Bowling Green,Mid-American,rushing,CAR,52
2020,4430104,Sincere McCormick,RB,UTSA,Conference USA,defensive,TD,0
2020,4426952,Jack Coldiron,TE,Miami (OH),Mid-American,receiving,YDS,70
2020,4429595,Chandler Fields,QB,Louisiana,Sun Belt,passing,YDS,0
2020,4372414,Elijah Moore,WR,Ole Miss,SEC,defensive,QB HUR,0
2020,4428498,Deonte Simpson,WR,North Texas,Conference USA,rushing,YPC,0
2020,4032709,Josh McGowen,RB,Stephen F. Austin,Southland,receiving,YDS,-4
2020,4426797,Paris Brown,RB,Pittsburgh,ACC,defensive,SACKS,0
2020,4567470,Jsi Hatfield,WR,East Carolina,American Athletic,kickReturns,NO,4
2020,4430404,Aidan Robbins,RB,Louisville,ACC,defensive,SACKS,0
2020,4360943,Bryce Williams,RB,Minnesota,Big Ten,receiving,TD,0
2020,4259240,Savon Scarver,WR,Utah State,Mountain West,receiving,YPR,9.6
2020,4373030,Ben Sims,TE,Baylor,Big 12,receiving,REC,14
2020,4602667,Jaylin Lane,WR,Middle Tennessee,Conference USA,defensive,TD,0
2020,4566318,Garrett Kahmann,TE,UL Monroe,Sun Belt,passing,ATT,3
2020,4433827,Rocko Griffin,RB,Vanderbilt,SEC,defensive,SOLO,0
2020,4697741,Jalen John,RB,Arizona,Pac-12,receiving,YPR,8.0
2020,4361777,Zamir White,RB,Georgia,SEC,rushing,YDS,779
2020,4430049,Shedro Louis,RB,Liberty,FBS Independents,receiving,REC,5
2020,4429059,Jo'quavious Marks,RB,Mississippi State,SEC,fumbles,FUM,1
2020,4361714,Josiah Johnson,TE,Massachusetts,FBS Independents,passing,COMPLETIONS,6
2020,4240472,Noah Gray,TE,Duke,ACC,passing,YDS,11
2020,4240625,Mike Harley,WR,Miami,ACC,puntReturns,YDS,15
2020,4565761,Emani Bailey,RB,Louisiana,Sun Belt,rushing,CAR,10
2020,4240850,Lindell Stone,QB,Virginia,ACC,rushing,LONG,6
2020,4259269,Chris Reynolds,QB,Charlotte,Conference USA,receiving,LONG,18
2020,4362034,Justin Garrett,WR,UTEP,Conference USA,kickReturns,LONG,25
2020,4241012,Malik Williams,WR,App State,Sun Belt,defensive,QB HUR,0
2020,4426657,Ryan Hilinski,QB,South Carolina,SEC,passing,YPA,5.7
2020,4428904,Antavious Willis,RB,Southern Miss,Conference USA,receiving,YDS,57
2020,4044536,Peytton Pickett,RB,Liberty,FBS Independents,kickReturns,NO,1
2020,4429470,Nicky Dalmolin,TE,Duke,ACC,defensive,TD,0
2020,4686371,Jack Codwell,RB,Kansas,Big 12,defensive,TD,0
2020,4243003,Ronnie Rivers,RB,Fresno State,Mountain West,rushing,YDS,507
2020,4242268,Andrew Marty,QB,Northwestern,Big Ten,rushing,YPC,4.8
2020,4360824,Chance Nolan,QB,Oregon State,Pac-12,defensive,QB HUR,0
2020,4239768,Spencer Brown,RB,UAB,Conference USA,fumbles,REC,0
2020,4574732,Aaron Young,RB,Rutgers,Big Ten,receiving,REC,23
2020,4244648,Kaylan Wiggins,QB,Florida International,Conference USA,rushing,LONG,17
2020,4361025,Jack Tuttle,QB,Indiana,Big Ten,passing,COMPLETIONS,44
2020,4686095,Kobe Pace,RB,Clemson,ACC,receiving,YDS,26
2020,4430518,Brannon Spector,WR,Clemson,ACC,rushing,TD,0
2020,4367209,Greg Dulcich,TE,UCLA,Pac-12,receiving,YPR,19.9
2020,4429847,Garrett Greene,QB,West Virginia,Big 12,rushing,YPC,6.7
2020,4363129,Pearse Migl,TE,Louisiana,Sun Belt,kickReturns,AVG,11.0
2020,4431479,Ricky White,WR,Michigan State,Big Ten,receiving,LONG,50
2020,4685975,Chance Lovertich,QB,South Alabama,Sun Belt,passing,COMPLETIONS,46
2020,4429096,Blake Corum,RB,Michigan,Big Ten,fumbles,REC,0
2020,4360943,Bryce Williams,RB,Minnesota,Big Ten,rushing,YDS,13
2020,4430639,Matt Polk,WR,Oklahoma State,Big 12,defensive,SACKS,0
2020,4240628,N'Kosi Perry,QB,Miami,ACC,passing,YDS,348
2020,4571877,Jacoby Clarke,RB,Baylor,Big 12,receiving,YDS,2
2020,4692052,Carter Peevy,QB,Mercer,Southern,passing,YPA,7.0
2020,4361915,Sam Pinckney,WR,Georgia State,Sun Belt,fumbles,LOST,1
2020,4569609,Evan Hull,RB,Northwestern,Big Ten,rushing,YDS,209
2020,4242431,Ty Chandler,RB,Tennessee,SEC,receiving,LONG,18
2020,4429578,Luca Diamont,WR,Duke,ACC,defensive,TOT,4
2020,4431374,Marvin Scott III,RB,Nebraska,Big Ten,defensive,QB HUR,0
2020,4572454,Marcus Washington,WR,Texas,Big 12,receiving,YPR,14.0
2020,4258584,Jafar Armstrong,WR,Notre Dame,FBS Independents,receiving,YPR,12.7
2020,4430049,Shedro Louis,RB,Liberty,FBS Independents,rushing,YPC,7.0
2020,4578878,Trae Self,QB,Stephen F. Austin,Southland,passing,YPA,6.3
2020,4427144,Jaylen Ellis,WR,Baylor,Big 12,receiving,LONG,39
2020,4433827,Rocko Griffin,RB,Vanderbilt,SEC,rushing,YPC,2.6
2020,4430798,Kyler Pearson,WR,Kansas,Big 12,kickReturns,YDS,83
2020,4258588,Cameron Ekanayake,RB,Notre Dame,FBS Independents,rushing,YPC,0.3
2020,4426343,Frank Ladson Jr.,WR,Clemson,ACC,defensive,SACKS,0
2020,4368532,Tanner Allton,WR,Ohio,Mid-American,receiving,LONG,4
2020,4384187,Aaron Allen,QB,Louisiana Tech,Conference USA,passing,TD,4
2020,4362770,Messiah Swinson,TE,Missouri,SEC,receiving,LONG,29
2020,4361529,Isaih Pacheco,RB,Rutgers,Big Ten,rushing,YPC,4.5
2020,4362794,Cam Johnson,WR,Vanderbilt,SEC,receiving,LONG,40
2020,4035167,Jarrett Guarantano,QB,Tennessee,SEC,passing,PCT,0.620
2020,4568583,Tyler Lavine,RB,SMU,American Athletic,receiving,YPR,11.6
2020,4360404,Dennis Smith,WR,Duke,ACC,defensive,TD,0
2020,4426444,Connor Bazelak,QB,Missouri,SEC,receiving,LONG,5
2020,4568660,Vincent Davis,RB,Pittsburgh,ACC,receiving,LONG,19
2020,4246920,DJ Stubbs,WR,Liberty,FBS Independents,defensive,SOLO,0
2020,4361988,James Mitchell,TE,Virginia Tech,ACC,fumbles,LOST,1
2020,4038431,Tyrell Alexander,WR,Vanderbilt,SEC,defensive,SACKS,0
2020,4360314,Lyn-J Dixon,RB,Clemson,ACC,kickReturns,YDS,210
2020,4035654,Riley Lees,WR,Northwestern,Big Ten,passing,COMPLETIONS,2
2020,4259268,Victor Tucker,WR,Charlotte,Conference USA,puntReturns,AVG,8.5
2020,4427217,Daimarqua Foster,RB,TCU,Big 12,receiving,TD,0
2020,4258170,Tarik Black,WR,Texas,Big 12,fumbles,FUM,2
2020,4427819,Justin Lockhart,WR,Nevada,Mountain West,defensive,TOT,1
2020,4370051,Mahari Stribling,WR,Western Carolina,Southern,defensive,TOT,1
2020,4568551,Mark Walker,WR,Navy,American Athletic,receiving,YPR,13.5
2020,4429059,Jo'quavious Marks,RB,Mississippi State,SEC,rushing,TD,3
2020,4035559,Dylan Soehner,TE,Iowa State,Big 12,passing,COMPLETIONS,1
2020,4360972,Sean Ryan,WR,West Virginia,Big 12,rushing,CAR,1
2020,4383717,Ean Beek,RB,Houston Christian,Southland,kickReturns,LONG,19
2020,4429362,Jalon Calhoun,WR,Duke,ACC,puntReturns,TD,0
2020,4430577,Rashod Owens,WR,Oklahoma State,Big 12,receiving,REC,2
2020,4039083,Nic Smith,RB,North Texas,Conference USA,rushing,LONG,34
2020,4361897,Destin Coates,RB,Georgia State,Sun Belt,rushing,LONG,35
2020,4361497,Carson Baker,QB,San Diego State,Mountain West,passing,YPA,5.9
2020,4036164,Dylan Parham,TE,NC State,ACC,defensive,TOT,1
2020,4431492,Roman Wilson,WR,Michigan,Big Ten,receiving,REC,9
2020,4384211,Tahj Magee,WR,Louisiana Tech,Conference USA,receiving,YDS,10
2020,4575412,Joseph Walker,WR,Louisiana Tech,Conference USA,receiving,YDS,17
2020,4429053,A.J. Henning,WR,Michigan,Big Ten,defensive,TD,0
2020,4240470,Damond Philyaw-Johnson,WR,Duke,ACC,defensive,SACKS,0
2020,4240801,Tyjon Lindsey,WR,Oregon State,Pac-12,passing,YDS,54
2020,4569618,Garrett Wilson,WR,Ohio State,Big Ten,kickReturns,LONG,4
2020,4241700,Chandler Speights,WR,Texas State,Sun Belt,defensive,QB HUR,0
2020,4608810,Tez Johnson,WR,Troy,Sun Belt,fumbles,FUM,1
2020,4430587,Ronald Thompkins,RB,Nebraska,Big Ten,rushing,YPC,4.8
2020,4426410,Mycah Pittman,WR,Oregon,Pac-12,rushing,TD,0
2020,4363005,Sheldon Jones,WR,UTSA,Conference USA,fumbles,LOST,0
2020,4606713,Brandon Hayes,WR,Southern Miss,Conference USA,receiving,YPR,7.4
2020,4365443,Rett Files,QB,North Alabama,Big South,passing,ATT,45
2020,4372368,T.K. Wilkerson,RB,Tulsa,American Athletic,defensive,TFL,0
2020,4056045,Daniel Godfrey,TE,UNLV,Mountain West,defensive,SOLO,1
2020,4373454,Dylan McDuffie,RB,Buffalo,Mid-American,defensive,TOT,1
2020,4567151,Trey Knox,TE,Arkansas,SEC,defensive,TD,0
2020,4362723,Gunnar Watson,QB,Troy,Sun Belt,fumbles,LOST,1
2020,4370065,Remi Simmons,WR,Stephen F. Austin,Southland,kickReturns,AVG,16.5
2020,4039495,Eli Peters,QB,Toledo,Mid-American,passing,COMPLETIONS,88
2020,4362452,Jaret Patterson,RB,Buffalo,Mid-American,fumbles,REC,0
2020,4250360,Bailey Zappe,QB,Houston Christian,Southland,passing,YPA,8.6
2020,4427463,Chris Hickman,TE,Nebraska,Big Ten,receiving,YPR,3.0
2020,4240782,Asim Rose,RB,Kentucky,SEC,rushing,YPC,6.3
2020,4430110,Ty Jordan,RB,Utah,Pac-12,rushing,YDS,597
2020,4242178,De'Vion Warren,WR,Arkansas,SEC,passing,INT,0
2020,4259269,Chris Reynolds,QB,Charlotte,Conference USA,receiving,REC,1
2020,4372016,Jaylen Waddle,WR,Alabama,SEC,puntReturns,AVG,6.5
2020,4427095,Demario Douglas,WR,Liberty,FBS Independents,receiving,LONG,46
2020,4291693,Terrance Dixon,WR,Georgia State,Sun Belt,rushing,CAR,9
2020,4242504,Johnny Johnson III,WR,Oregon,Pac-12,fumbles,REC,1
2020,4570239,Isaiah Holiness,WR,San José State,Mountain West,receiving,LONG,36
2020,4368612,Jay Parker,WR,Austin Peay,OVC,kickReturns,TD,0
2020,4361660,Trent Pennix,TE,NC State,ACC,rushing,LONG,2
2020,4242999,Daniel Moraga,TE,Pittsburgh,ACC,receiving,LONG,23
2020,4431031,Jared Cole,RB,Massachusetts,FBS Independents,receiving,TD,0
2020,4243369,Marquavius Weaver,RB,Memphis,American Athletic,rushing,LONG,36
2020,4575715,Jacob Gasser,WR,UNLV,Mountain West,defensive,TOT,1
2020,4360691,Travis Dye,RB,Oregon,Pac-12,rushing,YPC,6.9
2020,4044123,Branden Mack,WR,Temple,American Athletic,receiving,YPR,11.2
2020,4433830,Luke Grimm,WR,Kansas,Big 12,defensive,PD,0
2020,4241965,Rocky Lombardi,QB,Michigan State,Big Ten,fumbles,REC,0
2020,3926231,Britain Covey,WR,Utah,Pac-12,receiving,YDS,264
2020,4360797,Chatarius Atwell,WR,Louisville,ACC,receiving,REC,46
2020,4687475,Cam Porter,RB,Northwestern,Big Ten,rushing,YPC,4.2
2020,4568063,JaVonta Payton,WR,Mississippi State,SEC,kickReturns,YDS,121
2020,4361679,Devin Carter,WR,NC State,ACC,receiving,YPR,16.0
2020,4241667,Jaylen Gipson,QB,Texas State,Sun Belt,rushing,YPC,-3.0
2020,4433827,Rocko Griffin,RB,Vanderbilt,SEC,kickReturns,LONG,0
2020,4374350,Asher O'Hara,QB,Middle Tennessee,Conference USA,fumbles,LOST,1
2020,4241671,Jeremiah Haydel,WR,Texas State,Sun Belt,defensive,QB HUR,0
2020,4361655,Ricky Person Jr.,RB,NC State,ACC,rushing,TD,4
2020,4427649,Kelley Joiner Jr.,RB,South Florida,American Athletic,receiving,TD,1
2020,4261602,Isaiah Richardson,WR,San Diego State,Mountain West,defensive,TFL,0
2020,3916389,Trey Smith,RB,Wyoming,Mountain West,receiving,YPR,6.0
2020,4430288,Eli Pancol,WR,Duke,ACC,defensive,QB HUR,0
2020,4367207,Matt Alaimo,TE,Rutgers,Big Ten,defensive,TD,0
2020,4240412,Aaron Hackett,TE,Syracuse,ACC,kickReturns,AVG,5.5
2020,4373834,Tevin Jeannis,WR,Oregon,Pac-12,defensive,SOLO,3
2020,4430950,Jefferson Boaz,QB,North Carolina,ACC,passing,YDS,3
2020,4428803,Jordan Waters,RB,Duke,ACC,receiving,YDS,-7
2020,4574290,Parker Driggers,RB,North Alabama,Big South,rushing,LONG,23
2020,4369839,JT Shrout,QB,Tennessee,SEC,fumbles,LOST,0
2020,4569598,Dylan Morris,QB,Washington,Pac-12,passing,ATT,110
2020,4240781,Bryant Koback,RB,Toledo,Mid-American,defensive,PD,0
2020,4361818,Sorrell Brown,WR,Tulane,American Athletic,receiving,TD,0
2020,4569371,Isaiah Williams,WR,Illinois,Big Ten,passing,TD,4
2020,4373934,Chevan Cordeiro,QB,Hawai'i,Mountain West,punting,TB,1
2020,4565297,Dontae Fleming,WR,Louisiana,Sun Belt,kickReturns,TD,0
2020,4691102,Ty Love,WR,Stephen F. Austin,Southland,receiving,TD,0
2020,4362738,AJ Lewis,TE,Troy,Sun Belt,receiving,LONG,16
2020,4428931,Jamontez Woods,RB,Troy,Sun Belt,fumbles,REC,0
2020,4686468,Seth McGowan,RB,Oklahoma,Big 12,defensive,QB HUR,0
2020,4693212,Pat Jackson,RB,Jacksonville State,OVC,receiving,YDS,7
2020,4048096,Drew Lisk,QB,Utah,Pac-12,rushing,LONG,6
